"","species_name"
"85","Xerophyta pauciramosa (L.B.Sm. & Ayensu) Behnke"
"86","Xerophyta Juss."
"87","Xerophyta retinervis Baker"
"88","Xerophyta Juss."
"89","Xerophyta equisetoides Baker"
"90","Xerophyta Juss."
"91","Xerophyta eglandulosa H.Perrier"
"92","Xerophyta pinifolia Lam. ex Poir."
"93","Xerophyta dasylirioides Baker"
"94","Xerophyta pectinata Baker"
"95","Xerophyta schlechteri (Baker) N.L.Menezes"
"96","Xerophyta viscosa Baker"
"97","Xerophyta elegans (Balf.) Baker"
"98","Xerophyta humilis (Baker) T.Durand & Schinz"
"99","Barbacenia flava var. minor L.B.Sm."
"100","Barbacenia longiflora Mart."
"101","Barbacenia involucrata L.B.Sm."
"102","Barbacenia gardneri Seub."
"103","Barbacenia vandellii Pohl ex Seub."
"104","Barbacenia flava var. flava"
"105","Barbacenia glutinosa Goethart & Henrard"
"106","Barbacenia graminifolia L.B.Sm."
"107","Barbacenia coccinea Mart. ex Schult. & Schult.f."
"108","Barbacenia filamentifera L.B.Sm. & Ayensu"
"109","Barbacenia rectifolia L.B.Sm. & Ayensu"
"110","Barbacenia rubrovirens Mart."
"111","Barbacenia pungens (N.L.Menezes & Semir) Mello-Silva"
"112","Barbacenia Vand."
"113","Barbacenia ignea Mart. ex Schult. & Schult.f."
"114","Barbacenia markgrafii Schulze-Menz"
"115","Barbacenia spiralis L.B.Sm. & Ayensu"
"116","Barbacenia fulva Goethart & Henrard"
"117","Barbacenia lymansmithii Mello-Silva & N.L.Menezes"
"118","Barbacenia glabra Goethart & Henrard"
"119","Barbacenia longiscapa Goethart & Henrard"
"120","Barbacenia plantaginea L.B.Sm."
"121","Barbacenia umbrosa L.B.Sm. & Ayensu"
"122","Barbacenia latifolia L.B.Sm. & Ayensu"
"123","Barbacenia contasana L.B.Sm. & Ayensu"
"124","Barbacenia tomentosa Mart."
"125","Barbacenia reflexa L.B.Sm. & Ayensu"
"126","Barbacenia paranaensis L.B.Sm."
"127","Barbacenia riedeliana Goethart & Henrard"
"128","Barbacenia minima L.B.Sm. & Ayensu"
"129","Barbacenia serracabralea Mello-Silva"
"130","Barbacenia macrantha Lem."
"131","Barbacenia nana L.B.Sm. & Ayensu"
"132","Barbacenia bishopii L.B.Sm."
"133","Barbacenia blackii L.B.Sm."
"134","Barbacenia gentianoides Goethart & Henrard"
"135","Barbacenia delicatula L.B.Sm. & Ayensu"
"136","Barbacenia exscapa Mart."
"137","Barbacenia riparia (N.L.Menezes & Mello-Silva) Mello-Silva"
"138","Barbacenia regis L.B.Sm."
"139","Barbacenia celiae Maguire"
"140","Barbacenia flavida Goethart & Henrard"
"141","Barbacenia blanchetii Goethart & Henrard"
"142","Barbacenia gounelleana Beauverd"
"143","Barbacenia mantiqueirae Goethart & Henrard"
"144","Barbacenia spectabilis L.B.Sm. & Ayensu"
"145","Barbacenia fanniae (N.L.Menezes) Mello-Silva"
"146","Barbacenia irwiniana L.B.Sm."
"147","Barbacenia purpurea Hook."
"148","Acanthochlamys bracteata P.C.Kao"
