"","species_name"
"133","Viburnum pyramidatum Rehder"
"134","Viburnum junghuhnii Miq."
"135","Viburnum plicatum Thunb."
"136","Viburnum hanceanum Maxim."
"137","Viburnum amplificatum Kern"
"138","Viburnum cotinifolium D.Don"
"139","Viburnum schensianum Maxim."
"140","Viburnum utile Hemsl. ex Forbes & Hemsl."
"141","Viburnum congestum Rehder"
"142","Viburnum bitchiuense Makino"
"143","Viburnum carlesii Hemsl. ex Forbes & Hemsl."
"144","Viburnum macrocephalum Fortune"
"145","Viburnum veitchii C.H.Wright"
"146","Viburnum glomeratum Maxim."
"147","Viburnum buddleifolium C.H.Wright"
"148","Viburnum chinshanense Graebn."
"149","Viburnum rhytidophyllum Hemsl. ex Forbes & Hemsl."
"150","Viburnum maculatum Pant."
"151","Viburnum lantana L."
"152","Viburnum burejaeticum Regel & Herder"
"153","Viburnum mongolicum (Pall.) Rehder"
"154","Viburnum obovatum Walter"
"155","Viburnum elatum Benth."
"156","Viburnum rufidulum Raf."
"157","Viburnum prunifolium L."
"158","Viburnum lentago L."
"159","Viburnum cassinoides L."
"160","Viburnum nudum L."
"161","Viburnum lepidotulum Merr. & Chun"
"162","Viburnum punctatum Buch.-Ham. ex D.Don"
"163","Viburnum clemensiae J.Kern"
